word,start_time,end_time
the,1620049231.1371894,1620049231.9698384
hey_siri,1620049232.9958744,1620049234.255922
of,1620049235.2748902,1620049236.1355305
and,1620049237.1517658,1620049238.0082648
to,1620049239.00517,1620049239.7131817
a,1620049240.722779,1620049241.4294124
in,1620049242.4332583,1620049243.1896348
for,1620049244.2112732,1620049245.0677686
is,1620049246.0724728,1620049246.9307148
on,1620049247.9594193,1620049248.8182583
that,1620049249.7864068,1620049250.5922632
by,1620049251.6210587,1620049252.5293264
this,1620049253.554655,1620049254.5618076
with,1620049255.5831296,1620049256.3389976
i,1620049257.3591073,1620049258.1672366
you,1620049259.194332,1620049260.1023312
it,1620049261.1270175,1620049261.7847836
not,1620049262.8067846,1620049263.714934
or,1620049264.7251875,1620049265.4318843
be,1620049266.4461927,1620049267.3049295
are,1620049268.3273776,1620049269.035121
from,1620049270.0540352,1620049271.0633776
at,1620049272.075133,1620049272.8317003
as,1620049273.8532438,1620049274.7596316
your,1620049275.7691495,1620049276.6773007
all,1620049277.701284,1620049278.4582202
have,1620049279.490024,1620049280.347245
new,1620049281.3571494,1620049282.263712
more,1620049283.2749574,1620049284.0811303
an,1620049285.0900269,1620049285.947483
was,1620049286.9747508,1620049288.0329835
we,1620049289.0409381,1620049289.8977244
will,1620049290.928502,1620049291.736325
home,1620049292.7679849,1620049293.6248243
can,1620049294.629054,1620049295.5364616
us,1620049296.546669,1620049297.35339
about,1620049298.3792126,1620049299.335976
if,1620049300.3640559,1620049301.0702405
page,1620049302.0880811,1620049302.9955027
my,1620049304.013346,1620049304.8719
has,1620049305.896861,1620049306.9036918
search,1620049307.9372883,1620049308.9940796
free,1620049309.9909384,1620049310.9489985
but,1620049311.9802716,1620049312.8376725
our,1620049313.8366709,1620049314.596733
one,1620049315.6244242,1620049316.5344262
other,1620049317.5618768,1620049318.3206227
do,1620049319.3522215,1620049320.2081397
no,1620049321.220885,1620049322.0801373
information,1620049323.109578,1620049324.5195925
time,1620049325.5449812,1620049326.4022355
they,1620049327.4063444,1620049328.2641504
ok_google,1620049329.2930963,1620049330.7526095
site,1620049331.76433,1620049332.722997
he,1620049333.7536926,1620049334.5622125
up,1620049335.5848897,1620049336.29308
may,1620049337.3106189,1620049338.2185526
what,1620049339.2355378,1620049340.0433939
which,1620049341.0529635,1620049341.908906
their,1620049342.9300425,1620049343.837524
news,1620049344.8624496,1620049345.969923
out,1620049346.9969585,1620049347.8030055
use,1620049348.8275242,1620049349.8345518
any,1620049350.8549113,1620049351.7137709
there,1620049352.7409508,1620049353.599136
see,1620049354.6142178,1620049355.5728474
only,1620049356.5995243,1620049357.5563288
so,1620049358.5670607,1620049359.4749765
his,1620049360.48147,1620049361.4391303
when,1620049362.4693506,1620049363.327197
contact,1620049364.3414023,1620049365.3479896
here,1620049366.3689826,1620049367.2267017
business,1620049368.2295442,1620049369.4375036
who,1620049370.4385374,1620049371.1944203
web,1620049372.2133753,1620049373.0709794
also,1620049374.0792415,1620049375.08651
now,1620049376.1126168,1620049377.018664
help,1620049378.0379293,1620049378.8971848
get,1620049379.9188435,1620049380.7782164
pm,1620049381.78351,1620049382.6909757
view,1620049383.7155683,1620049384.5726864
online,1620049385.5965216,1620049386.6535757
c,1620049387.654519,1620049388.6134825
e,1620049389.6278334,1620049390.3839488
first,1620049391.4087353,1620049392.4696894
