word,start_time,end_time
the,1619536700.2774355,1619536701.1590986
ok_google,1619536701.9753225,1619536703.3823216
of,1619536704.1963317,1619536704.9528344
and,1619536705.7733285,1619536706.6815572
to,1619536707.4862237,1619536708.3937101
a,1619536709.2178075,1619536710.0252182
in,1619536710.8404143,1619536711.6490943
for,1619536712.4583511,1619536713.3655424
is,1619536714.1767888,1619536715.083606
on,1619536715.8902953,1619536716.6992507
that,1619536717.5007298,1619536718.3066237
by,1619536719.1264548,1619536720.083507
this,1619536720.9071953,1619536721.8135343
with,1619536722.6378055,1619536723.4938614
i,1619536724.2930284,1619536725.099551
you,1619536725.9050224,1619536726.7616313
it,1619536727.5830207,1619536728.339484
not,1619536729.152782,1619536729.96055
or,1619536730.7651973,1619536731.5719512
be,1619536732.377623,1619536733.234634
are,1619536734.035048,1619536734.8437583
from,1619536735.6482556,1619536736.6070054
at,1619536737.4261959,1619536738.2327743
as,1619536739.051243,1619536740.0104008
your,1619536740.814454,1619536741.6733646
all,1619536742.4966004,1619536743.3030996
have,1619536744.1292787,1619536744.987451
new,1619536745.810988,1619536746.7173345
more,1619536747.541035,1619536748.4492302
an,1619536749.2710032,1619536750.1301491
was,1619536750.9328556,1619536751.9402156
we,1619536752.756703,1619536753.6128774
will,1619536754.4326744,1619536755.3409314
home,1619536756.1648264,1619536757.0212638
can,1619536757.8172593,1619536758.7241783
us,1619536759.5369704,1619536760.3935006
about,1619536761.2114103,1619536762.1706898
if,1619536762.991266,1619536763.798207
page,1619536764.6001792,1619536765.608637
my,1619536766.4165392,1619536767.2725856
has,1619536768.0980005,1619536769.1064296
search,1619536769.9219444,1619536770.9321697
free,1619536771.756145,1619536772.7124276
but,1619536773.5218399,1619536774.3311536
our,1619536775.1408598,1619536775.8973956
one,1619536776.719668,1619536777.5791888
other,1619536778.3853369,1619536779.2435257
do,1619536780.0618913,1619536780.9693668
no,1619536781.7844992,1619536782.6927302
information,1619536783.51836,1619536784.825598
time,1619536785.6452503,1619536786.6035047
they,1619536787.4093487,1619536788.269501
hey_siri,1619536789.0945833,1619536790.3027794
site,1619536791.1291983,1619536792.0884757
he,1619536792.8979259,1619536793.7045507
up,1619536794.5022266,1619536795.208826
may,1619536796.0248063,1619536796.9324
what,1619536797.7425652,1619536798.59987
which,1619536799.4188907,1619536800.3281407
their,1619536801.152719,1619536802.0106497
news,1619536802.8095655,1619536803.868043
out,1619536804.6833792,1619536805.489797
use,1619536806.310649,1619536807.2671916
any,1619536808.0883162,1619536808.8969467
there,1619536809.7024624,1619536810.611539
see,1619536811.427347,1619536812.385916
only,1619536813.2095394,1619536814.1675844
so,1619536814.9895377,1619536815.9464786
his,1619536816.7658184,1619536817.6720238
when,1619536818.4895048,1619536819.398853
contact,1619536820.2191243,1619536821.3277206
here,1619536822.1409245,1619536822.9996784
business,1619536823.788932,1619536824.848597
who,1619536825.6670303,1619536826.4747596
web,1619536827.2951224,1619536828.1516647
also,1619536828.9466202,1619536830.0037599
now,1619536830.823724,1619536831.780133
help,1619536832.5829709,1619536833.440109
get,1619536834.263506,1619536835.070282
pm,1619536835.8872921,1619536836.9954104
view,1619536837.826985,1619536838.783745
online,1619536839.5878677,1619536840.6945982
c,1619536841.5065947,1619536842.465302
e,1619536843.2878895,1619536844.0942802
first,1619536844.9190311,1619536845.929797
am,1619536846.7481859,1619536847.606706
been,1619536848.4244783,1619536849.2822046
would,1619536850.0949647,1619536850.9536884
how,1619536851.7684398,1619536852.6775975
were,1619536853.4934177,1619536854.4500847
me,1619536855.2610247,1619536856.1198797
s,1619536856.9412305,1619536857.7975638
services,1619536858.60436,1619536859.8641152
some,1619536860.6844544,1619536861.5931394
these,1619536862.4155638,1619536863.4720633
click,1619536864.2829118,1619536865.139415
its,1619536865.9591901,1619536866.8152754
like,1619536867.6104474,1619536868.5195286
service,1619536869.3308866,1619536870.4402556
x,1619536871.2660406,1619536872.1725695
than,1619536872.9867048,1619536873.8930802
find,1619536874.710542,1619536875.6691322
price,1619536876.4857922,1619536877.543978
ok_google,1619536878.3510725,1619536879.7609205
date,1619536880.5666711,1619536881.426605
back,1619536882.2531152,1619536883.1615112
top,1619536883.98519,1619536884.7936046
people,1619536885.6125453,1619536886.5188146
had,1619536887.345744,1619536888.2546704
list,1619536889.0638413,1619536889.970241
name,1619536890.7867005,1619536891.7433746
just,1619536892.5655158,1619536893.5723658
over,1619536894.3943846,1619536895.3005931
state,1619536896.1197805,1619536897.129143
year,1619536897.9513116,1619536898.809543
day,1619536899.6172523,1619536900.5760286
into,1619536901.397339,1619536902.2549977
email,1619536903.073024,1619536904.0342114
two,1619536904.845704,1619536905.7023304
health,1619536906.5246687,1619536907.4326813
n,1619536908.2611704,1619536909.0700939
world,1619536909.8810081,1619536910.8388612
re,1619536911.6653264,1619536912.5220747
next,1619536913.336714,1619536914.3440688
used,1619536915.1564903,1619536916.1644092
go,1619536916.9785867,1619536917.886751
b,1619536918.6984587,1619536919.605457
