word,start_time,end_time
the,1620073258.4516523,1620073259.3864589
hey_alexa,1620073260.409552,1620073261.8677967
of,1620073270.4212742,1620073271.1796641
and,1620073272.203787,1620073273.1121724
to,1620073274.133882,1620073274.9922824
a,1620073276.0061114,1620073276.8141134
in,1620073277.8275347,1620073278.5837693
for,1620073279.6010206,1620073280.5574877
is,1620073281.5637896,1620073282.470641
on,1620073283.4929848,1620073284.3010283
that,1620073285.3172603,1620073286.2740653
by,1620073287.2685215,1620073288.1253355
this,1620073289.148636,1620073290.2083814
with,1620073291.2247758,1620073292.0310223
i,1620073293.0531027,1620073293.8109262
you,1620073294.8314984,1620073295.6875038
it,1620073296.6941311,1620073297.5020103
not,1620073298.5171683,1620073299.5239074
or,1620073300.5409553,1620073301.3472786
be,1620073302.3682575,1620073303.224562
are,1620073304.2553978,1620073305.012127
from,1620073306.0198202,1620073306.9764307
at,1620073307.9997203,1620073308.8560574
as,1620073309.887039,1620073310.7446725
your,1620073311.769993,1620073312.729152
all,1620073313.7817552,1620073314.5888422
have,1620073315.6283236,1620073316.4850037
new,1620073317.5015492,1620073318.459302
more,1620073319.4891772,1620073320.4013648
an,1620073321.4263172,1620073322.1837325
was,1620073323.214779,1620073324.2726283
we,1620073325.2952845,1620073326.2043219
will,1620073327.2156227,1620073328.123804
home,1620073329.1276507,1620073330.0865777
can,1620073331.1088235,1620073331.968194
us,1620073332.9749005,1620073333.9334524
about,1620073334.962482,1620073336.0705647
if,1620073337.0947182,1620073337.9523497
page,1620073338.9581265,1620073340.0673997
my,1620073341.0698867,1620073341.9763691
has,1620073342.9957342,1620073344.0533943
search,1620073345.0513635,1620073346.309945
free,1620073347.3381677,1620073348.2987332
but,1620073349.3305583,1620073350.2891085
our,1620073351.3151839,1620073352.1743755
one,1620073353.169028,1620073354.0763133
other,1620073355.116597,1620073355.9233375
do,1620073356.9195635,1620073357.779198
no,1620073358.8079436,1620073359.6645455
information,1620073360.6690388,1620073362.0764742
time,1620073363.0837436,1620073364.0928657
they,1620073365.1061985,1620073366.0130355
hey_siri,1620073367.0379443,1620073368.4483597
site,1620073369.4872468,1620073370.6440074
he,1620073371.6714587,1620073372.4783666
up,1620073373.5008562,1620073374.258147
may,1620073375.2531512,1620073376.1092296
what,1620073377.1283572,1620073378.186303
which,1620073379.1960714,1620073380.3531952
their,1620073381.3774433,1620073382.2352476
news,1620073383.2566326,1620073384.5140812
out,1620073385.5331388,1620073386.4394524
use,1620073387.4665244,1620073388.6231728
any,1620073389.651026,1620073390.4663756
there,1620073391.4763675,1620073392.33467
see,1620073393.3669653,1620073394.3253393
only,1620073395.339159,1620073396.398457
so,1620073397.418481,1620073398.427097
his,1620073399.4556243,1620073400.5639555
when,1620073401.5859962,1620073402.4437306
contact,1620073403.4590833,1620073404.7681963
here,1620073405.789436,1620073406.6970117
business,1620073407.7169752,1620073408.97445
who,1620073410.0013444,1620073410.8576343
web,1620073411.8653104,1620073412.7240508
also,1620073413.7507334,1620073414.9074514
now,1620073415.9013498,1620073416.8072436
help,1620073417.8302436,1620073418.73746
get,1620073419.7522268,1620073420.6586645
pm,1620073421.6742501,1620073422.6805246
view,1620073423.7001317,1620073424.7593608
online,1620073425.7815194,1620073426.9385
c,1620073427.9517508,1620073428.960281
e,1620073429.9244037,1620073430.6818645
first,1620073431.6923816,1620073432.9512336
am,1620073433.9833505,1620073434.789182
been,1620073435.817615,1620073436.7262883
would,1620073437.74862,1620073438.6581676
how,1620073439.6889448,1620073440.5961928
were,1620073441.6068704,1620073442.464483
me,1620073443.4872632,1620073444.3457136
s,1620073445.3506436,1620073446.3092518
services,1620073447.3462124,1620073448.8038287
some,1620073449.8273346,1620073450.784642
these,1620073451.8132484,1620073452.970765
click,1620073453.9794574,1620073454.8869772
its,1620073455.8978884,1620073456.9064822
like,1620073457.9165857,1620073458.9233475
service,1620073459.937724,1620073461.2953358
x,1620073462.3291023,1620073463.4390674
than,1620073464.4742138,1620073465.3328104
find,1620073466.3365092,1620073467.445665
price,1620073468.4608488,1620073469.6180983
hey_alexa,1620073470.649263,1620073472.1067886
date,1620073474.6832652,1620073475.7417388
back,1620073476.754526,1620073477.6618679
top,1620073478.67741,1620073479.537322
people,1620073480.5647833,1620073481.5233939
had,1620073482.5336435,1620073483.3923063
list,1620073484.4202435,1620073485.5771527
name,1620073486.5696783,1620073487.577447
just,1620073488.5944605,1620073489.7031245
over,1620073490.7215593,1620073491.5776699
state,1620073492.6103272,1620073493.7712667
year,1620073494.7783048,1620073495.635357
day,1620073496.6609316,1620073497.5176976
into,1620073498.5353892,1620073499.443133
email,1620073500.4527194,1620073501.5131326
two,1620073502.5401304,1620073503.448064
health,1620073504.4724634,1620073505.4799616
n,1620073506.5058267,1620073507.263918
world,1620073508.2822168,1620073509.3401117
re,1620073510.3632305,1620073511.2214618
next,1620073512.242273,1620073513.5029933
used,1620073514.5239275,1620073515.7333581
go,1620073516.742758,1620073517.5512552
b,1620073518.57473,1620073519.430719
work,1620073520.4582968,1620073521.5180671
last,1620073522.5315936,1620073523.739477
most,1620073524.7536352,1620073525.9106805
products,1620073526.9412565,1620073528.2990713
music,1620073529.321258,1620073530.4786701
buy,1620073531.5075865,1620073532.364938
data,1620073533.3869333,1620073534.3461142
make,1620073535.3746018,1620073536.333199
them,1620073537.3458276,1620073538.2021708
should,1620073539.229193,1620073540.2380214
product,1620073541.266532,1620073542.4231765
system,1620073543.4290826,1620073544.6385684
post,1620073545.6568573,1620073546.76367
her,1620073547.772382,1620073548.5790012
city,1620073549.6134331,1620073550.7198184
t,1620073551.7273977,1620073552.6345706
add,1620073553.647456,1620073554.4556692
policy,1620073555.470158,1620073556.6283686
number,1620073557.6531684,1620073558.6627066
such,1620073559.681371,1620073560.8900127
please,1620073561.9181287,1620073563.0755315
available,1620073564.1094356,1620073565.317105
copyright,1620073566.3407507,1620073567.698875
support,1620073568.7115898,1620073570.0201008
message,1620073571.038146,1620073572.247693
after,1620073573.265924,1620073574.2747471
best,1620073575.2961283,1620073576.3563128
ok_google,1620073577.3894608,1620073578.9980524
software,1620073580.0215542,1620073581.2794046
then,1620073582.2884426,1620073583.145468
jan,1620073584.1739697,1620073585.134448
good,1620073586.159925,1620073586.9681323
video,1620073588.001364,1620073589.1618834
well,1620073590.1616178,1620073591.0207427
d,1620073592.0451992,1620073592.9034414
where,1620073593.9070318,1620073594.765984
info,1620073595.7904806,1620073596.8500702
rights,1620073597.8503969,1620073599.1101344
public,1620073600.1391535,1620073601.1956885
books,1620073602.2058916,1620073603.3638706
high,1620073604.3893783,1620073605.246724
school,1620073606.2649522,1620073607.322303
through,1620073608.351141,1620073609.3079019
m,1620073610.304236,1620073611.0610015
each,1620073612.080637,1620073613.1385732
links,1620073614.1528158,1620073615.4097452
she,1620073616.4319391,1620073617.3382046
review,1620073618.348574,1620073619.4556427
years,1620073620.4700003,1620073621.6806436
order,1620073622.6807854,1620073623.5896502
very,1620073624.606965,1620073625.6633043
privacy,1620073626.6890197,1620073627.8999205
book,1620073628.9272187,1620073629.7858007
items,1620073630.8189251,1620073632.0780196
company,1620073633.091598,1620073634.2491941
r,1620073635.2774317,1620073636.0860393
read,1620073637.1148853,1620073638.0219545
group,1620073639.044168,1620073640.0512772
need,1620073641.0754588,1620073642.1337547
many,1620073643.1466658,1620073644.156956
user,1620073645.1669512,1620073646.2239034
said,1620073647.2413726,1620073648.1985404
de,1620073649.2263331,1620073649.984284
does,1620073651.005936,1620073652.0120606
set,1620073653.0347772,1620073654.094114
under,1620073655.1183634,1620073656.0253603
general,1620073657.0462103,1620073658.0551603
research,1620073659.0662794,1620073660.477588
university,1620073661.494687,1620073663.1051807
january,1620073664.112838,1620073665.4216805
mail,1620073666.4398737,1620073667.348579
full,1620073668.3647747,1620073669.272059
map,1620073670.2350569,1620073671.141904
reviews,1620073672.1474252,1620073673.4564002
program,1620073674.4746547,1620073675.6826973
life,1620073676.701973,1620073677.809923
know,1620073678.8346756,1620073679.7430115
games,1620073680.7645247,1620073681.9736886
hey_alexa,1620073682.994589,1620073684.4555283
way,1620073693.023255,1620073693.9315867
days,1620073694.9389791,1620073696.048492
management,1620073697.0635068,1620073698.4743521
p,1620073699.480734,1620073700.3895845
part,1620073701.4048853,1620073702.4639678
could,1620073703.4828427,1620073704.2894113
great,1620073705.316575,1620073706.3770812
united,1620073707.386738,1620073708.695825
hotel,1620073709.7095218,1620073710.868427
real,1620073711.8897855,1620073712.8461823
f,1620073713.8649824,1620073714.7728431
item,1620073715.7844644,1620073716.7929206
international,1620073717.809073,1620073719.2686467
center,1620073720.2768533,1620073721.3853972
ebay,1620073722.3976815,1620073723.4560206
must,1620073724.4867291,1620073725.593314
store,1620073726.626968,1620073727.6863377
travel,1620073728.7002378,1620073729.7099423
comments,1620073730.7139723,1620073731.9723036
made,1620073733.0030503,1620073734.061739
development,1620073735.0832896,1620073736.490999
report,1620073737.5034266,1620073738.7620513
off,1620073739.792956,1620073740.7018912
member,1620073741.7270298,1620073742.7365172
details,1620073743.7654927,1620073745.1763647
line,1620073746.1927624,1620073747.1992486
terms,1620073748.2217371,1620073749.4800773
before,1620073750.4847548,1620073751.5421932
hotels,1620073752.5742497,1620073753.9826121
did,1620073755.0188165,1620073755.875225
send,1620073756.9064126,1620073758.0129688
right,1620073759.0379155,1620073760.0968916
type,1620073761.0996692,1620073762.008093
because,1620073763.0283697,1620073764.237772
local,1620073765.2540903,1620073766.2612138
those,1620073767.2828329,1620073768.440312
using,1620073769.4709227,1620073770.578687
results,1620073771.603447,1620073773.012451
office,1620073774.0333862,1620073775.1925132
education,1620073776.2040033,1620073777.6131885
national,1620073778.632567,1620073779.7914097
car,1620073780.798615,1620073781.707142
design,1620073782.7134502,1620073783.8708622
take,1620073784.891528,1620073785.849415
posted,1620073786.8621788,1620073788.0211253
internet,1620073789.0520227,1620073790.2597256
address,1620073791.2886748,1620073792.4972506
community,1620073793.5230122,1620073794.8303971
within,1620073795.8534553,1620073796.9102705
