word,start_time,end_time
the,1619556873.9957278,1619556874.8772428
hey_alexa,1619556875.794072,1619556877.1015792
of,1619556884.9885092,1619556885.7479439
and,1619556886.6723585,1619556887.529021
to,1619556888.4440234,1619556889.3501778
a,1619556890.261983,1619556891.0716383
in,1619556891.9843905,1619556892.7919626
for,1619556893.701863,1619556894.609445
is,1619556895.5282001,1619556896.4347122
on,1619556897.3492615,1619556898.1561577
that,1619556899.0806746,1619556899.8869746
by,1619556900.7999396,1619556901.756698
this,1619556902.6800902,1619556903.5888383
with,1619556904.5203495,1619556905.377955
i,1619556906.2699242,1619556907.0760508
you,1619556907.9807677,1619556908.786892
it,1619556909.6964633,1619556910.4556043
not,1619556911.378077,1619556912.2371178
or,1619556913.1557982,1619556913.962398
be,1619556914.8860419,1619556915.7446008
are,1619556916.6655736,1619556917.471309
from,1619556918.3940878,1619556919.3503323
at,1619556920.248751,1619556921.057437
as,1619556921.9645066,1619556922.9718697
your,1619556923.884665,1619556924.741832
all,1619556925.6632566,1619556926.4709983
have,1619556927.3929374,1619556928.2548141
new,1619556929.1499367,1619556930.0596356
more,1619556930.9775321,1619556931.883714
an,1619556932.7938247,1619556933.6513245
was,1619556934.576794,1619556935.5861936
we,1619556936.5104504,1619556937.3700612
will,1619556938.2891333,1619556939.148794
home,1619556940.0601223,1619556940.9191577
can,1619556941.8394752,1619556942.7474556
us,1619556943.6686885,1619556944.52635
about,1619556945.4360828,1619556946.3961244
if,1619556947.3146205,1619556948.1213334
page,1619556949.034445,1619556950.041579
my,1619556950.9696538,1619556951.8274367
has,1619556952.7369163,1619556953.7446282
search,1619556954.6533291,1619556955.6616406
free,1619556956.5778177,1619556957.484261
but,1619556958.4033873,1619556959.2121756
our,1619556960.1219668,1619556960.8781338
one,1619556961.8011312,1619556962.7109342
other,1619556963.627736,1619556964.4844046
do,1619556965.3936281,1619556966.3005621
no,1619556967.2090492,1619556968.1165862
information,1619556968.977963,1619556970.285421
time,1619556971.2088115,1619556972.1167161
they,1619556973.037729,1619556973.9439447
hey_alexa,1619556974.8680818,1619556976.1752074
site,1619556984.080822,1619556985.0402484
he,1619556985.953636,1619556986.7608502
up,1619556987.674613,1619556988.3805218
may,1619556989.304401,1619556990.210584
what,1619556991.1304543,1619556991.9891806
which,1619556992.8963435,1619556993.8023796
their,1619556994.7063231,1619556995.562258
news,1619556996.4624715,1619556997.5192683
out,1619556998.4421482,1619556999.2525334
use,1619557000.1648839,1619557001.1230671
any,1619557002.0400987,1619557002.8487465
there,1619557003.7762892,1619557004.6342432
see,1619557005.5449128,1619557006.5008736
only,1619557007.4263308,1619557008.384644
so,1619557009.2875457,1619557010.2448747
his,1619557011.162896,1619557012.121645
when,1619557013.0287974,1619557013.9359167
contact,1619557014.8537173,1619557015.960211
here,1619557016.8811777,1619557017.7381678
business,1619557018.6612995,1619557019.7220418
who,1619557020.6377742,1619557021.444834
web,1619557022.3595748,1619557023.2181942
also,1619557024.1199396,1619557025.1794364
now,1619557026.1011465,1619557027.0597496
help,1619557027.9864223,1619557028.7963688
get,1619557029.7153807,1619557030.5255866
pm,1619557031.4452312,1619557032.5532873
view,1619557033.4792295,1619557034.435313
online,1619557035.3365467,1619557036.444491
c,1619557037.3565736,1619557038.3132849
e,1619557039.2350616,1619557040.0422537
first,1619557040.9649029,1619557041.9742618
am,1619557042.8943033,1619557043.7502346
been,1619557044.6465373,1619557045.5030854
would,1619557046.4219182,1619557047.3306904
how,1619557048.2437065,1619557049.1509185
were,1619557050.073867,1619557051.0322263
me,1619557051.929329,1619557052.7366312
s,1619557053.6407416,1619557054.4987543
services,1619557055.418725,1619557056.728257
some,1619557057.6492286,1619557058.6082702
these,1619557059.5341628,1619557060.5439253
click,1619557061.4504476,1619557062.3094513
its,1619557063.2335753,1619557064.0937686
like,1619557064.9910452,1619557065.8496726
service,1619557066.768239,1619557067.8756263
x,1619557068.7734694,1619557069.680715
than,1619557070.5921192,1619557071.5036104
find,1619557072.4158616,1619557073.3726478
price,1619557074.2902977,1619557075.3489876
ok_google,1619557076.2666945,1619557077.6748853
date,1619557078.5922503,1619557079.4509203
back,1619557080.3773203,1619557081.233227
top,1619557082.1523468,1619557082.9579175
people,1619557083.8685732,1619557084.774385
had,1619557085.6883187,1619557086.5446658
list,1619557087.4696553,1619557088.4265594
name,1619557089.3272514,1619557090.2833354
just,1619557091.2152286,1619557092.2234993
over,1619557093.1501563,1619557094.060038
state,1619557094.9823039,1619557095.9912238
year,1619557096.9047153,1619557097.763276
day,1619557098.6912746,1619557099.5983334
into,1619557100.5248742,1619557101.3826013
email,1619557102.2988195,1619557103.3066528
two,1619557104.2183146,1619557105.0750897
health,1619557106.0082152,1619557106.9145796
n,1619557107.8327966,1619557108.6405385
world,1619557109.5601285,1619557110.5191357
re,1619557111.429598,1619557112.2876832
next,1619557113.2106256,1619557114.2183847
used,1619557115.1525037,1619557116.161944
go,1619557117.0895956,1619557117.9984818
b,1619557118.9160926,1619557119.8232667
work,1619557120.7357485,1619557121.6417105
last,1619557122.5518541,1619557123.5599158
most,1619557124.4932973,1619557125.5019174
products,1619557126.4272761,1619557127.536563
music,1619557128.4630563,1619557129.4735563
buy,1619557130.3908026,1619557131.349207
data,1619557132.2674103,1619557133.174069
make,1619557134.0939155,1619557135.0007696
them,1619557135.9213536,1619557136.78
should,1619557137.7117412,1619557138.6691856
product,1619557139.5924618,1619557140.5988853
system,1619557141.528448,1619557142.6354787
post,1619557143.5628777,1619557144.5223742
her,1619557145.4404705,1619557146.299059
city,1619557147.2155209,1619557148.1738052
t,1619557149.0696635,1619557149.9285822
add,1619557150.8530471,1619557151.6613505
policy,1619557152.581481,1619557153.6901555
number,1619557154.611737,1619557155.570848
such,1619557156.4675558,1619557157.4758651
please,1619557158.3806531,1619557159.439066
available,1619557160.36604,1619557161.4748518
copyright,1619557162.3992043,1619557163.5082598
support,1619557164.439928,1619557165.546813
message,1619557166.4722457,1619557167.529942
after,1619557168.4421754,1619557169.4514308
best,1619557170.3627574,1619557171.3212183
ok_google,1619557172.2190454,1619557173.628943
software,1619557174.5335681,1619557175.7418087
