word,start_time,end_time
the,1620003776.0970964,1620003776.9291854
hey_siri,1620003777.9594793,1620003779.2167149
of,1620003780.231685,1620003781.0879025
and,1620003782.1113284,1620003782.9703147
to,1620003783.9876072,1620003784.6943102
a,1620003785.7091522,1620003786.4161856
in,1620003787.4408016,1620003788.1966875
for,1620003789.2343533,1620003790.0923133
is,1620003791.093503,1620003791.9526567
on,1620003792.981565,1620003793.8384135
that,1620003794.845658,1620003795.6538992
by,1620003796.6743069,1620003797.582417
this,1620003798.5988162,1620003799.605853
with,1620003800.6329856,1620003801.3888135
i,1620003802.4128983,1620003803.2189157
you,1620003804.24499,1620003805.2023194
it,1620003806.222881,1620003806.8787894
not,1620003807.8796055,1620003808.78895
or,1620003809.8021696,1620003810.5082319
be,1620003811.5265958,1620003812.3852355
are,1620003813.4119868,1620003814.1205153
from,1620003815.1412778,1620003816.0984132
at,1620003817.1253016,1620003817.88161
as,1620003818.903218,1620003819.8113668
your,1620003820.833239,1620003821.7913492
all,1620003822.7932286,1620003823.5499454
have,1620003824.575995,1620003825.432827
new,1620003826.4290485,1620003827.335159
more,1620003828.3433025,1620003829.1497047
an,1620003830.1724324,1620003831.032368
was,1620003832.0559804,1620003833.1150587
we,1620003834.1136694,1620003834.9710503
will,1620003835.9925153,1620003836.7994366
home,1620003837.821435,1620003838.6784708
can,1620003839.680297,1620003840.5871603
us,1620003841.6004019,1620003842.4580383
about,1620003843.4788568,1620003844.4372673
if,1620003845.4515705,1620003846.1592877
page,1620003847.1670198,1620003848.0765946
my,1620003849.0950053,1620003849.9518375
has,1620003850.9869683,1620003851.9934206
search,1620003853.0144656,1620003854.120991
free,1620003855.1479967,1620003856.0545337
but,1620003857.0887551,1620003857.9468846
our,1620003858.9744587,1620003859.732696
one,1620003860.7459273,1620003861.7044725
other,1620003862.7376127,1620003863.494157
do,1620003864.489713,1620003865.3465621
no,1620003866.3706398,1620003867.2272737
information,1620003868.2444305,1620003869.6523395
time,1620003870.683327,1620003871.5394397
they,1620003872.5564458,1620003873.364961
hey_alexa,1620003874.391862,1620003875.7508628
site,1620003884.321646,1620003885.2813704
he,1620003886.2938888,1620003887.1016128
up,1620003888.1131554,1620003888.8195662
may,1620003889.825772,1620003890.684098
what,1620003891.7095604,1620003892.5174468
which,1620003893.533125,1620003894.3914256
their,1620003895.3886733,1620003896.2947516
news,1620003897.3097682,1620003898.4168866
out,1620003899.4226058,1620003900.2317991
use,1620003901.2614372,1620003902.2705693
any,1620003903.2885396,1620003904.095966
there,1620003905.1187773,1620003905.976812
see,1620003906.9961736,1620003907.955272
only,1620003908.96131,1620003909.8683846
so,1620003910.8770068,1620003911.7848437
his,1620003912.7936368,1620003913.752337
