word,start_time,end_time
the,1620228228.2853987,1620228229.2190042
hey_siri,1620228230.2282202,1620228231.6389554
of,1620228232.6292439,1620228233.387498
and,1620228234.396434,1620228235.3050213
to,1620228236.323011,1620228237.2306468
a,1620228238.248637,1620228239.0566514
in,1620228240.0599291,1620228240.8157902
for,1620228241.8402557,1620228242.7981694
is,1620228243.8074439,1620228244.7149081
on,1620228245.7370846,1620228246.545086
that,1620228247.5615351,1620228248.569316
by,1620228249.5852106,1620228250.4429936
this,1620228251.4728806,1620228252.530106
with,1620228253.5409527,1620228254.3480775
i,1620228255.3694308,1620228256.1255543
you,1620228257.114691,1620228258.0243073
it,1620228259.0321417,1620228259.8896515
not,1620228260.9102695,1620228261.9676793
or,1620228262.9827404,1620228263.793559
be,1620228264.8055096,1620228265.663547
are,1620228266.6818335,1620228267.4379957
from,1620228268.4568865,1620228269.413503
at,1620228270.4088945,1620228271.2648013
as,1620228272.2855346,1620228273.1446946
your,1620228274.1503932,1620228275.1577764
all,1620228276.1778328,1620228277.0341733
have,1620228278.0620356,1620228278.9179308
new,1620228279.962079,1620228280.9190035
more,1620228281.9380116,1620228282.8457277
an,1620228283.8738565,1620228284.631146
was,1620228285.6562376,1620228286.71472
we,1620228287.733316,1620228288.6433887
will,1620228289.6571567,1620228290.5651267
home,1620228291.5827265,1620228292.5410597
can,1620228293.5559945,1620228294.4624422
us,1620228295.487017,1620228296.4439542
about,1620228297.4629822,1620228298.571947
if,1620228299.589317,1620228300.4470875
page,1620228301.4855213,1620228302.5934749
my,1620228303.627179,1620228304.5336416
has,1620228305.5563195,1620228306.6131215
search,1620228307.6184423,1620228308.878736
free,1620228309.9035428,1620228310.862947
but,1620228311.8785343,1620228312.8358338
our,1620228313.8516939,1620228314.7101307
one,1620228315.721183,1620228316.6786895
other,1620228317.6804552,1620228318.4869661
do,1620228319.5005736,1620228320.3571239
no,1620228321.387506,1620228322.2964134
information,1620228323.3203056,1620228324.7285547
time,1620228325.7524407,1620228326.760918
they,1620228327.7813694,1620228328.688409
ok_google,1620228329.7138412,1620228331.3242621
site,1620228332.3534305,1620228333.5114655
he,1620228334.516372,1620228335.3228712
